response,label,urdu,punjabi,sindhi
"Considering your current conditions, lentils would be a suitable crop to grow.",lentil,آپ کی موجودہ حالات کو مدنظر رکھتے ہوئے، دال اگانا ایک مناسب فصل ہو سکتی ہے۔,"Tuhade mojooda halaat dekhde hoeye, masar di daal vadhia fasal hovegi ugaunde lai.",توهانجي موجوده حالتن کي نظر ۾ رکندي، دالون پوکڻ لاء هڪ مناسب فصل ٿيندو.
"Considering the conditions of your farmland and the farmer's past experience, growing mango would be suitable.",mango,آپ کی زرعی زمین کی حالت اور کسان کے پچھلے تجربے کو مدنظر رکھتے ہوئے آم کی کاشت موزوں ہوگی۔,"Tuhade kheti de haalataan ate kisaan di pichhli tajurbe nu dekhde hoye, amb paalna uchit hoyega.",توهان جي زمين جي حالتن ۽ هاري جي ماضيءَ جي تجربي کي ڏسندي، آم پوکڻ مناسب ٿي سگهي ٿو۔
"Based on the provided data, maize seems to be suitable for your farmland. The conditions closely match those under which maize has been successfully grown before.",maize,دی گئی معلومات کی بنیاد پر، مکئی آپ کی زرعی زمین کے لیے موزوں معلوم ہوتی ہے۔ یہ حالات اُن حالات سے کافی حد تک ملتے جلتے ہیں جن میں پہلے بھی مکئی کامیابی سے اُگائی جا چکی ہے۔,"Ditte data de aadhar te, lagda ae ke tuhaadi zameen layi makkai theek hai. Eh halataan unha de nal kareeb ne jithe makkai pehla vi kamyaabi naal ugayi gayi hai.",مليلن ڊيٽا جي بنياد تي، لڳي ٿو ته مڪئي توهان جي زمين لاءِ مناسب آهي. اهي حالتون انهن حالتن سان لڳ ڀڳ هڪجهڙيون آهن جن جي تحت اڳ ۾ به مڪئي کي ڪاميابيءَ سان پوکيو ويو آهي۔
"Based on your current conditions, growing mango would be a good choice. Your soil and climate parameters are similar to those where mangoes have been successfully grown in the past.",mango, آپ کی موجودہ صورتحال کے مطابق آم اگانا ایک عمدہ انتخاب ہوگا۔ آپ کی مٹی اور موسمی حالات ان مقامات سے مشابہت رکھتے ہیں جہاں ماضی میں کامیابی سے آم اگائے گئے ہیں۔,"Tuhade vartman halat de adhar te, amb paalna changi chaun ho sakdi hai. Tuhadi mitti te mausam de mape ohna jagahaan de saman han jithe amb pehlan vi safalta naal ugaye gaye han.",توهانجي موجوده حالتن کي ڏسي، اَمُب پوکڻ هڪ سٺو انتخاب هوندو. توهانجي مٽي ۽ موسم جون حالتون انهن علائقن جهڙيون آهن، جتي ماضيءَ ۾ ڪاميابيءَ سان اَمب پوکيا ويا آهن۔
"Based on your conditions, growing chickpea should be suitable for your farmland.",chickpea,آپ کی شرائط کے مطابق، چنے کی فصل آپ کی زمین کے لیے موزوں ہونی چاہیے۔,"Tuhade haalata de mutaabik, chana ugna tuhade khet laiye theek hona chaida hai.",توھانجي حالتن جي بنياد تي، چڻا پوکڻ لاءِ اوھينجي زمين مناسب آھي۔
"Based on your current farmland conditions, it's probably best not to grow mothbeans as your current nitrogen level is higher and the potassium level is lower than the previous successful conditions for mothbeans. Instead, consult with a local agronomist or extension service for specific crop recommendations that fit your soil and climate conditions better.",mothbeans,آپ کی موجودہ زرعی زمین کی حالت کے پیش نظر، یہ شاید بہتر ہوگا کہ آپ موٹنگ بینز نہ اگائیں کیونکہ آپ کی موجودہ نائٹروجن کی سطح زیادہ ہے اور پوٹاشیم کی سطح پچھلی کامیاب حالتوں کے مقابلے میں کم ہے۔ اس کے بجائے، ایک مقامی ایگرونومسٹ یا توسیعی سروس سے مشورہ کریں تاکہ آپ کو آپ کی زمین اور موسمی حالات کے مطابق مخصوص فصلوں کی سفارشات حاصل ہوسکیں۔,"Tuhade haal hai kheti de halat de aadhar te, hun mothbeans nu ugana theek nahi lagda, kyunki tuhada nitrogen da level zyada hai ate potassium da level kat hai pichle kamiyabi wale halat naal tulna karke mothbeans laayi. Is ton bajaye, ik local agronomist ya extension service naal salaah karo jo tuhade mitti ate mausam de halat naal zyada mel khande faslan di siffarish kar sake.",توهان جي موجوده زميني حالتن جي بنياد تي، شايد مٺي بينز (موٿ بينز) پوکڻ تمام سٺو نه هوندو ڇو ته توهان جون موجوده ناٽروجن جون سطحون وڌيڪ آهن ۽ پوٽاشيم جون سطحون گهٽ آهن اڳئين ڪامياب حالتن جي ڀيٽ ۾. ان جي بدران، هڪ مقامي زراعت جي ماهر يا توسيعي سروس سان صلاح ڪريو ته جيئن توهان جي زمين ۽ ماحول جي حالتن مطابق مخصوص فصلن جون سفارشون حاصل ڪري سگهو.
"Based on your current soil and weather conditions, growing grapes would be suitable for your farmland. Your records show that grapes have thrived in similar conditions in the past.",grapes,آپ کی موجودہ مٹی اور موسمی حالات کی بنیاد پر، انگور اگانا آپ کی زرعی زمین کے لئے موزوں ہوگا۔ آپ کے ریکارڈز سے ظاہر ہوتا ہے کہ اسی حالتوں میں ماضی میں انگور خوب پروان چڑھے ہیں۔,"Tuhadi haal di mitti ate mausam de halat de adhar te, angur ugauna tuhade khet lyi uchit hovega. Tuhade rekord dikhaunde ne ke angur pichle smay vich ehna halatan vich changi tarah vadhde rahe ne.",توهانجي موجوده مٽيءَ ۽ موسم جي حالتن کي نظر ۾ رکندي، توهانجي زرعي زمين لاءِ انگور پوکڻ موزون ٿيندو. توهانجي ريڪارڊ م ظاهر ٿئي ٿو ته اهڙين حالتن ۾ انگور اڳ ۾ به چڱيءَ طرح پيدا ٿيا آهن.
"Based on your farmland's conditions, pigeonpeas should grow well. Your soil and climate conditions match the requirements for pigeonpeas.",pigeonpeas,آپ کی زرعی زمین کی حالت کے مطابق، ارہر کے پھلیاں خوب اگیں گی۔ آپ کی مٹی اور موسمی حالات ارہر کے پھلیوں کی ضروریات کے مطابق ہیں۔,"Tuhadde khet di halat nu dekh ke, arhar di daal changi tarah ug sakdi hai. Tuhaddi mitti te mausam di halat arhar diyan zarurta te puree uthardi hai.",اوهان جي زرعي زمين جي حالتن جي بنياد تي، مٽرن جو فصل چڱيءَ ريت وڌي سگهي ٿو. اوهان جي مٽي ۽ آبهوا جون حالتون مٽرن جي ضرورتن سان مطابقت رکن ٿيون.
"Based on the provided data, growing bananas would be a suitable choice for your farmland. The conditions are quite similar to those where bananas have been successfully grown in the past.",banana,فراہم کردہ ڈیٹا کی بنیاد پر، آپ کی زمین پر کیلے اُگانا ایک موزوں انتخاب ہوگا۔ یہ حالات ان جگہوں سے کافی مشابہت رکھتے ہیں جہاں ماضی میں کامیابی سے کیلے اُگائے جا چکے ہیں۔,"Ditte data de adhar te, tuhade khet lai kele ugana ik changa chon hovega. Halat ohna waang ne jithe pahilan bhi kele safalta naal ugaye gae ne.",ميم فراهم ڪيل ڊيٽا جي بنياد تي، توهان جي زمين تي ڪيلا پوکڻ مناسب چونڊ ٿيندي. حالتون بلڪل ساڳيون آهن جتي ماضي ۾ ڪاميابي سان ڪيلا پوکيا ويا آهن.
"Considering the current conditions of your farmland, it seems suitable for growing mangoes. The nitrogen, phosphorus, potassium levels, temperature, humidity, and rainfall are within acceptable ranges for mango cultivation, but you may need to address the low pH level by adding lime.",mango,آپ کی زرعی زمین کی موجودہ حالت کو مدنظر رکھتے ہوئے، یہ آم کی کاشت کے لئے موزوں معلوم ہوتی ہے۔ نائٹروجن، فاسفورس، پوٹاشیئم کی سطح، درجہ حرارت، نمی، اور بارش آم کی کاشت کے لئے قابل قبول حدود میں ہیں، لیکن آپ کو ممکنہ طور پر پاؤں کی کم سطح کو بہتر بنانے کے لئے چونا شامل کرنے کی ضرورت ہو سکتی ہے۔,"Maujooda halatan nu dekhde hoye tuhadi zameen aam ugaunde layi theek lagdi hai. Mitti vich nitrogen, phosphorus, potassium de padar, temperature, humidity te meh ta acceptable range vich ne jo aam de kashtkaar layi theek ne. Par tusi mitti di low pH level nu thik karan layi lime add karni peh sakdi hai.",اوھانجي زرعي زمين جي موجودہ حالتن کي نظر ۾ رکندي، لڳي ٿو تہ آم پوکڻ لاءِ مناسب آھي. نائٽروجن، فاسفورس، پوٽاشيم جي سطحون، گرمي پد، نمي ۽ وسڪاري جون حالتون آم جي کاشت لاءِ قبول ڪرڻ جوڳيون آھن، پر توهانکي زمين جي گھٽ پي ايڇ ليول کي لايم شامل ڪري درست ڪرڻ جي ضرورت ٿي سگھي ٿي۔
"Based on your soil and weather conditions, maize would be a suitable crop to grow. The nutrient levels, pH, and climate factors match closely with conditions where maize has been successfully grown in the past.",maize,آپ کی مٹی اور موسم کی حالت کے مطابق، مکئی ایک موزوں فصل ہو سکتی ہے۔ غذائی اجزاء کی سطح، پی ایچ اور موسمی عوامل ان حالات سے قریباً میل کھاتے ہیں جہاں ماضی میں مکئی کامیابی سے اگائی گئی ہے۔,"Tuhadi mitti te mausam de halat te adharit, makki ugaunde lahi ek theek fasal hovegi. Poshan de maadde, pH, te mausam de asar oos halat naal mail khaande ne jithe makki nu pehlan vi kamyabi naal ugaya gaya hai.",توھان جي مٽي ۽ موسمي حالتن جي لحاظ سان، مڪئي پوکڻ مناسب فصل ٿيندو. غذائي مادا جي سطحن، پي ايڇ، ۽ موسمي حالتن سان انھن حالتن سان ملن ٿيون جتي مڪئي کي گذريل وقت ۾ ڪاميابيءَ سان پوکيو ويو آھي.
"Based on the provided data, mothbeans would be a suitable crop for your farmland. The conditions are similar to previous successful growing conditions for this crop.",mothbeans,فراہم کردہ معلومات کی بنیاد پر، مٹھ بیسن آپ کی زراعت کی زمین کے لئے ایک موزوں فصل ہوگی۔ یہ حالات اس فصل کی پچھلی کامیاب اگائی کے حالات سے ملتے جلتے ہیں۔,"Provided data de adhar te, mothbeans tuhade farmland layi ek suitable crop hoyegi. Eh conditions pichle successful growing conditions nal mildi-juldi han is crop layi.",مليل ڊيٽا جي بنياد تي، مٺبينون توهان جي زرعي زمين لاءِ مناسب فصل ثابت ٿينديون. حالتون ان فصل جي گذريل ڪامياب وڌندڙ حالتن سان ملندڙ جلندڙ آهن.
"You could try growing maize as your farmland conditions are somewhat similar to your past successful maize conditions. However, adding some nitrogen could improve results since the nitrogen level is slightly lower than the previous successful records.",maize,آپ مکئی اگانے کی کوشش کر سکتے ہیں کیونکہ آپ کی زرعی زمین کے حالات کچھ حد تک آپ کے ماضی کے کامیاب مکئی کے حالات سے ملتے جلتے ہیں۔ تاہم، کچھ نائٹروجن شامل کرنے سے نتائج میں بہتری آسکتی ہے کیونکہ نائٹروجن کی سطح پچھلے کامیاب ریکارڈز کے مقابلے میں تھوڑی کم ہے۔,"Tusi maze (makki) ugane di koshish kar sakde ho kyunki tuhada zameeni halaat kuch kuch tusi pichle kamyab maze wale halaat de tarah ne. Fir v, kujh nitrogen vadha den naal natije vadiya ho sakde parce ki nitrogen di kadar thodi kata hai pichle kamyab record naal.",توهان مڪي پوکي ڪري ڏسي سگهو ٿا ڇاڪاڻ ته توهان جي پوکي لاءِ زمين جا حالتون ڪجهه حد تائين اوهان جي اڳوڻي ڪامياب مڪي پوکي جي حالتن سان ملن ٿا. بهرحال، ڪجهه نائٽروجن شامل ڪرڻ سان نتيجا بهتر ٿي سگهن ٿا ڇو ته نائٽروجن جي سطح اڳوڻن ڪامياب رڪارڊ جي مقابلي ۾ ٿوري گهٽ آهي.
"Based on the data and past experiences, growing mango on your farmland seems like a suitable option. The conditions align well with previous instances where mango grew successfully.",mango,اعداد و شمار اور ماضی کے تجربات کی بنیاد پر، آپ کی زرعی زمین پر آم اگانا ایک مناسب انتخاب معلوم ہوتا ہے۔ موسمی حالات ان پچھلے مواقع کے ساتھ اچھی طرح ہم آہنگ ہیں جہاں آم کامیابی سے اگے تھے۔,"Data ate pichli tajurbein de adhar te, tuhade khet te aam ugana ik theek chon lagdi hai. Halat pehlan de waqta naal changi tarah milde ne jithe aam safal ho k ugge san.",ڊيٽا ۽ ماضي جي تجربن جي بنياد تي، توهان جي زرعي زمين تي آم پوکڻ هڪ مناسب آپشن لڳي ٿو. حالتون چڱيءَ طرح هم آهنگ آهن گذريل موقعن سان جتي آم ڪاميابي سان وڌيا.
"Based on the current soil and weather conditions, it's best to choose a crop that can thrive in slightly acidic soil with higher humidity and moderate rainfall. Considering the data, you might want to consider crops other than pomegranate, such as pineapples or blueberries, which are more suitable for your conditions.",pomegranate,موجودہ مٹی اور موسم کے حالات کی بنیاد پر، بہتر ہے کہ ایسی فصل کا انتخاب کیا جائے جو ہلکی تیزابی مٹی، زیادہ نمی اور معتدل بارش میں اچھی طرح پھل پھول سکے۔ دستیاب ڈیٹا کو مدنظر رکھتے ہوئے، آپ انار کے علاوہ دوسری فصلوں پر غور کر سکتے ہیں، جیسے انناس یا بلیوبیری (نیل بَیری)، جو آپ کے حالات کے لئے زیادہ موزوں ہیں۔,"Maujuda mitti ate mausam di haalat nu madde nazar rakhde hoye, eho changa hovega ke tusi ohna faslan nu chuno jo ki thodi bohat teekhi mitti vich, zyada nami ate vaddhi hui barsaat de naal changi tarah pal sakdi hai. Data nu dekhde hoye, tuhanu anaar di bajaye pineapples ya blueberries jivein faslan bare sochna chahida hai, jo tuhade haalat layi zyada theek ne.",موجوده مٽي ۽ موسم جي حالتن جي بنياد تي، هڪ اهڙي فصل چونڊڻ بهتر آهي جيڪا ٿوري تيزابي مٽي، وڌيڪ نمي ۽ وچولي مينهن سان بهتر نموني وڌي سگهي. ڊيٽا کي ڏسندي، توهان انارن جي بدران اهڙيون فصلون چونڊي سگهو ٿا جهڙوڪ انانس يا نيلمبيريون، جيڪي توهان جي حالتن لاءِ وڌيڪ مناسب آهن.
"Based on the data, chickpea seems suitable for your farmland conditions. You may need to adjust the nitrogen levels to optimize growth.",chickpea,اعداد و شمار کی بنیاد پر، چنا آپ کی زرعی زمین کے حالات کے مطابق لگتا ہے۔ آپ کو نمو کے لیے نائٹروجن کی سطح کو بہتر کرنے کے لیے اسے ایڈجسٹ کرنا پڑ سکتا ہے۔,"Data de adhaar te, chickpea tuhade khet di haalat layi theek lagdi hai. Tuhanu growth optimize karan layi nitrogen de levels adjust karne painge.",ڊيٽا جي بنياد تي، چڻا توهان جي زمين جي حالتن لاءِ موزون لڳي رهيا آهن. توهان کي واڌ کي بهتر بڻائڻ لاءِ نائيٽروجن جي سطحن کي ترتيب ڏيڻ جي ضرورت پئجي سگهي ٿي.
You should grow banana on your farmland. The conditions are similar to what has previously supported successful banana growth.,banana,آپ کو اپنے کھیت پر کیلے کی کاشت کرنی چاہیے۔ حالات ایسے ہی ہیں جیسے پہلے کامیاب کیلے کی کاشت کو سپورٹ کرتے رہے ہیں۔,"Tuhanu apni zameen te kela ugana chahida hai. Jo haalatan pehlan vi kela de vadhiya utpaadan nu sahai rehia ne, ohna naal mildi-juldi sauf rahiyan han.",توهان کي پنهنجي زمين تي ڪيلا پوکڻ گهرجن. حالتون مشابهت رکندڙ آهن جيڪي اڳ ۾ ڪامياب ڪيلا پوکڻ جي مدد ڪن ٿيون.
"Given your soil and climate conditions, chickpea seems to be a good choice based on your past experience.",chickpea,آپ کی مٹی اور موسمی حالات کو دیکھتے ہوئے، ماضی کے تجربات کی بنیاد پر چنا ایک اچھا انتخاب معلوم ہوتا ہے۔,"Tuhade mitti ate mausam dian halatan nu dekhde hoye, tuhade pichhle tajrabe de adhar te chole ugana ik changa faisla lagda hai.",توهانجي مٽي ۽ موسم جي حالتن کي ڏٺو وڃي، ته ماضي جي تجربي جي بنياد تي ڇوليون ايڪ سٺو انتخاب لڳن ٿيون.
"Based on your past experience and current conditions, chickpea would be a suitable crop to grow.",chickpea,آپ کے پچھلے تجربے اور موجودہ حالات کے مطابق، چنے اگانا ایک موزوں فصل ہوگی۔,"Tuhade ateet de tajurbe ate vartaman halatan de adhar te, chole ek uchit fasal hovegi.",اوھانجي اڳوڻي تجربي ۽ موجوده حالتن جي بنياد تي، چڻا ھڪ مناسب فصل ھوندو پوکڻ لاءِ۔
"You should consider growing bananas, as your soil and climate conditions closely match those in which you've successfully grown bananas before.",banana,آپ کو کیلے اُگانے پر غور کرنا چاہیے، کیونکہ آپ کی مٹی اور موسم کے حالات اُن حالات سے بہت قریب ہیں جن میں آپ نے پہلے کامیابی سے کیلے اُگائے تھے۔,"Tusi kela ugaune bare sochna chahuda, kyunki tuhada mitti te mausam de halaat onu nazdik ne, jithon tusi pehlan v kela kameeabi naal ugaye ne.",توهان کي ڪلاهي ڪرڻ گهرجي ته توهان ڪيلين وڌائيندا، ڇو ته توهان جي مٽي ۽ موسمي حالتون انهن سان ويجهڙائيون آهن جن جي ۾ توهان ڪاميابي سان ڪيلين وڌايون آهن.
"Based on the given conditions, rice would be suitable for your farmland. The soil nutrients, temperature, humidity, and rainfall match well with rice-growing conditions.",rice,دی گئی شرائط کی بنیاد پر، آپ کی زمین پر چاول اگانا موزوں ہوگا۔ مٹی کے غذائی اجزاء، درجہ حرارت، نمی، اور بارش چاول کی کاشت کے حالات کے ساتھ اچھی مطابقت رکھتے ہیں۔,"Ditte hoye halata de aadhar te, chaval tuhadi zameen layi theek rahega. Mitti de poshak tatt, taapmaan, nami, te warhaish chaval ugane de halata naal changi tarah milde ne.",ڏنل حالتن جي بنياد تي، توهانجي زمين لاء چانور موزون هوندو. مٽي جي غذائيت، گرمي پد، نمي، ۽ ورهاڱي جي حالتون چانور جي پوک لاءِ ٺيڪ آهن۔
You should grow mungbean on your farmland. The conditions match well with past successful experiences growing mungbean.,mungbean,آپ کو اپنے کھیت میں مونگ بین اگانی چاہیے۔ حالات گزشتہ کامیاب تجربات سے اچھی طرح میل کھاتے ہیں جن میں مونگ بین اگائی گئی تھی۔,"Tussi apni zameen te mungbean ugaunde chahiye. Marey guzre tajurbe de hisaab naal, ethe diyan halatan mungbean ugaunde laiye changiyan ne.",توهان کي پنهنجي پوکڻ واري زمين تي مونگ پھلي پوکڻ گهرجي. حالتون اڳوڻي ڪامياب تجربي سان چڱيءَ ريت ملي ٿيون جتي مونگ پهريون دفعو ڪاميابي سان پوکيو ويو هو.
Your current soil conditions and climate parameters are not ideal for growing mango as per your past experience data. Consider crops that can thrive in slightly acidic soil with moderate nutrients and the given climate conditions.,mango,آپ کی موجودہ مٹی کی حالتیں اور موسمی حالات آپ کے پچھلے تجربے کے ڈیٹا کے مطابق آم کی پیدائش کے لئے موزوں نہیں ہیں۔ ایسی فصلوں پر غور کریں جو ذرا سی تیزابی مٹی میں اور معتدل غذائی اجزاء کے ساتھ ان موسمی حالات میں بہتر نشوونما پاسکتی ہوں۔,Tuhade maujooda mitti de haalataan te mosam de peemane tuhade mango ugane layi sahi nahi ne jivein tuhade pichhle tajurbe di data dasdi hai. Onhan faslaan bare soche jo ke thodi jehe amli mitti nal te vichole nutrients naal ate ditti mosam de haalatan vich changia trifian.,توهان جا موجوده مٽي جا حالتون ۽ موسمي پيرا ميٽرز توهان جي پوئين تجربن جي ڊيٽا مطابق آم پوکڻ لاءِ مناسب ناهن. اهڙا فصل سوچي ڏسو جيڪي ٿوري تيزابيت واري مٽي ۽ معتدل غذائي مادا ۽ ڏنل موسمي حالتون ۾ چڱيءَ طرح وڌي سگھن ٿا.
"Considering your soil and weather data, pigeonpeas might not be ideal. You may consider crops that are more tolerant of lower nitrogen levels and lower pH, such as certain types of beans or sorghum.",pigeonpeas, آپ کی مٹی اور موسمی حالات کو مدنظر رکھتے ہوئے، کبوتری مٹر ممکنہ طور پر مناسب نہیں ہوسکتے ہیں۔ آپ ان فصلوں پر غور کر سکتے ہیں جو کم نائٹروجن کی سطح اور کم پی ایچ میں زیادہ برداشت رکھتی ہیں، جیسے کچھ اقسام کی پھلیاں یا جوار۔,"Tuhadi mitti ate mausam de data nu vichar karke, tuhunhan pigeonpeas uchit nahi lagde. Tusi ohnaan phasalaan bare soch sakde ho jo nihattam nitrogen de pauddar ate nihattam pH nu zyada bardasht karde han, jaise kujh kisman de beans ya phir sorghum.",توهان جي مٽي ۽ موسمي ڊيٽا کي ڌيان ۾ رکندي، ڪبوتر ٽپي شايد مناسب نه هجن. توهان اهڙيون فصلون غور هيٺ آڻي سگهو ٿا جيڪي گهٽ نائٽروجن سطح ۽ گهٽ پي ايڇ کي وڌيڪ برداشت ڪن، جهڙوڪ ڪجهه قسمون پھريون يا جوار.
"Based on the data provided and comparing it with past conditions, mothbeans would be suitable for your farmland.",mothbeans,دیے گئے ڈیٹا کی بنیاد پر اور پچھلی حالتوں کے مقابلے میں، آپ کی زمین کے لیے موٹھ بینز موزوں ہوں گے۔,"Ditte di hoyi jankaari te purani haalat naal tulna karde hoye, mothbeans tuhade khet waaste theek rahenge.",مليل ڊيٽا جي بنياد تي ۽ ماضي جي حالتن جي مقابلي ۾، توهينجي فارم لاءِ مٺيبين سٺا ٿيندا.
"Based on the given conditions, you should grow rice on your farmland. The nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall levels are all suitable for rice cultivation.",rice,دی گئی شرائط کی بنیاد پر، آپ کو اپنے کھیتوں میں چاول اگانے چاہئیں۔ نائٹروجن، فاسفورس، پوٹاشیم، درجہ حرارت، نمی، پی ایچ، اور بارش کی سطح سب چاول کی کاشت کے لیے موزوں ہیں۔,"Ditiyan hoyiyan shartan naal mutabiq, tuhanu apni zameen te chaawal ugaunda chahida hai. Nitrogen, phosphorus, potassium, temperature, humidity, pH ate baarish de maap saare chaawal di kheti lai bilkul theek ne.",ٻڌايل حالتن جي بنياد تي، توهان کي پنهنجي زمين تي چانور پوکڻ گهرجي. نائٽروجن، فاسفورس، پوٽاشيم، گرمي پد، نمي، پي ايڇ، ۽ برسات جون سطحون چانور جي پوک لاءِ سڀ مناسب آهن.
"Based on your farmland's conditions, chickpea is a suitable crop to grow.",chickpea,آپ کے زرعی حالات کے مطابق، چنے کی فصل اگانا موزوں ہے۔,"Tuhade kheti de halaatan de adhar te, chana ek theek fasal hai ugaunde lai.",توهانجي زرعي زمين جي حالتن جي بنياد تي، چڻا پوکڻ لاءِ مناسب فصل آهي.
"Based on the data provided, you should avoid growing pigeonpeas as the current conditions do not match well with the successful past growth parameters. Consider testing soil and environmental conditions for a crop that thrives in lower nitrogen and higher pH levels.",pigeonpeas,دیے گئے ڈیٹا کی بنیاد پر، آپ کو کبوتر مٹر اگانے سے گریز کرنا چاہیے کیونکہ موجودہ حالات ماضی کی کامیاب نشونما کے پیرامیٹرز سے اچھی طرح مطابقت نہیں رکھتے۔ نائٹروجن کی کم مقدار اور زیادہ pH والے حالات میں بہتر نشونما پانے والی فصل کے لیے مٹی اور ماحولیاتی حالات کا جائزہ لیں۔,"Data de anusar, tuhanu pigeonpeas nu ugane to bachna chahida hai kyunki maujuda halat itihasik safalta wali vadhia akhiyan alag ne. Zameen ate maholik halatan di janch karni chahidi hai us fasal layi jo kat nitrogen ate wadh pH de staran te vadhia udamdi hai.",مليلن واري معلومات جي بنياد تي، توهان کي ڪلوٽيون پوکڻ کان پاسو ڪرڻ گهرجي ڇاڪاڻ ته موجوده حالتون ڪامياب پوک جي ماضي وارين حالتن سان نه ٿيون ملن. اهڙي پوک پيدا ڪرڻ لاءِ مٽي ۽ ماحولياتي حالتن جي جاچ ڪرڻ تي غور ڪريو جيڪا گهٽ نائٽروجن ۽ وڌيڪ pH ليول ۾ سٺي ٿيندي.
"Based on your farmland's current conditions, mango would not be the best crop. You might need to adjust soil nutrients and conditions to match the favorable data for growing mango or consider another crop suitable for the current values.",mango,آپ کے کھیت کی موجودہ حالات کے مطابق، آم بہترین فصل نہیں ہوگی۔ ہو سکتا ہے آپ کو مٹی کے غذائی عناصر اور حالات کو آم اُگانے کے موافق کرنے کے لیے کچھ تبدیلیاں کرنی پڑیں یا موجودہ حالات کے مطابق کسی اور موزوں فصل پر غور کریں۔,"Farmland dey haal dekhdeyan lagda hai mango sahi fasal nahi hovegi. Tuhanu mitti de nutrients te conditions nu adjust karna pawega taki mango nu ugande layi favorable data match hojawe. Nahi tan tuhanu hor fasal jo ke hale de current values layi suiteable howe, oh choose kar leni chahidi hai.",توهان جي زميني حالتن جي بنياد تي، عام جو فصل بهتر نه هوندو. توهان کي زمين جي غذائي جزن ۽ حالتن ۾ تبديليون ڪرڻيون پونديون ته جيئن اهي عام پوکڻ لاءِ سازگار ڊيٽا سان مئچ ڪندا هجن يا موجوده حالتن جي مطابق ٻيا مناسب فصلن تي غور ڪرڻو پوندو.
"Based on the conditions, growing watermelon would be appropriate. The soil and climate data are similar to previous successful watermelon crops on your farmland.",watermelon,حالات کی بنیاد پر، تربوز اگانا مناسب ہوگا۔ مٹی اور موسم کے اعداد و شمار آپ کی زمین پر پچھلی کامیاب تربوز کی فصلوں کے مشابہ ہیں۔,"Halataṅ de madda nazar, tarbooj ugaauna theek hovega. Matti te mausam di jaankaari tuhade kisaanwale zameen utte pehlan safal tarbooj di fasal naal mil-de jul-de ne.",حالات جي ٻڌل، هندواڻي پوکڻ مناسب ٿيندو. مٽي ۽ آبهوا جا ڊيٽا توهانجي پوکي واري زمين تي گذريل ڪامياب هندواڻي جي فصلن کي ملندڙ جلندڙ آهن.
"Based on your farmland's current conditions, pomegranate would be a suitable crop to grow. The soil nutrients, temperature, humidity, pH, and rainfall align well with conditions where pomegranates have been successfully grown before.",pomegranate,آپ کی زرعی زمین کی موجودہ حالت کو مدنظر رکھتے ہوئے، انار ایک موزوں فصل ثابت ہو سکتی ہے۔ مٹی کے غذائی اجزاء، درجہ حرارت، نمی، پی ایچ کی سطح، اور بارش ان حالات سے مطابقت رکھتے ہیں جہاں پہلے انار کامیابی سے اگائے گئے ہیں۔,"Tuhade khetan di maujooda condition de adhar te, anaar ugana ik vadhiya fasal hoyegi. Mitti de poshak tatt, taapman, nami, pH, te barsaat osho anukul ne jithe pehla vi anaara safal rahi ne.",توهانجي زمين جي هاڻوڪين حالتن جي بنياد تي، انار کي ٿي سگهي ٿو هڪ مناسب فصل هجي. مٽي جا غذائي جزا، گرمي، نمي، پي ايڇ ۽ مينهن جا مقدار انهن حالتن سان ٺهڪندڙ آھن جتي اڳ ۾ انار ڪاميابي سان پوکيا ويا آھن.
"Based on your soil and environmental conditions, maize would be a suitable crop for your farmland.",maize,آپ کی مٹی اور ماحولیاتی حالات کی بنیاد پر، مکئی آپ کی زرعی زمین کے لیے ایک موزوں فصل ہو سکتی ہے۔,"Tuhadi mitti ate maholi haalaat de adhaar te, makki tuhade kheti layi ek theek fasal hovegi.",توهان جي مٽي ۽ ماحولياتي حالتن جي بنياد تي، مڪئي توهان جي زمين لاءِ مناسب فصل ٿي سگهي ٿي۔
"Based on your farmland conditions, you should consider growing pigeonpeas. The soil and weather data closely match the conditions where pigeonpeas have been successfully grown in the past.",pigeonpeas,آپ کی زرعی زمین کی حالت کے تحت، آپ کو کبوتر چنیں اگانے پر غور کرنا چاہیے۔ مٹی اور موسم کے اعداد و شمار ان حالات سے بہت قریب ہیں جہاں ماضی میں کامیابی سے کبوتر چنیں اگائی گئی ہیں۔,"Tuhadi zameen de haalatan de adhaar te, tusi arahar (pigeonpeas) ugane bare soch sakde ho. Mitti te mausam de data kareeb kareeb ohna haalatan de naal milde han jithe arahar pehlan kamiyaabi naal ugaye gaye han.",توهانجي پوکي جي حالتن جي بنياد تي، اوهانکي پيجن پيز (چولرا) پوکڻ تي غور ڪرڻ گھرجي. مٽي ۽ موسم جا انگ اکر اھي حالتون ڏيکارن ٿيون جن ۾ ماضي ۾ پيجن پياس ڪاميابيءَ سان پوکيا ويا آهن۔
